sensor,post-decision,normalizado,milisegundos,decision,ultima_modificacion,raw_minimo,raw_maximo,raw_cuartil1,raw_cuartil2,raw_cuartil3,alpha_minimo,alpha_maximo,alpha_cuartil1,alpha_cuartil2,alpha_cuartil3,beta_minimo,beta_maximo,beta_cuartil1,beta_cuartil2,beta_cuartil3,delta_minimo,delta_maximo,delta_cuartil1,delta_cuartil2,delta_cuartil3,theta_minimo,theta_maximo,theta_cuartil1,theta_cuartil2,theta_cuartil3,gamma_minimo,gamma_maximo,gamma_cuartil1,gamma_cuartil2,gamma_cuartil3
AF8,False,False,500,p,2023-07-03 00:30:55,0.0,931978.0,788.1319,794.9817,802.23444,-0.67911375,2.758081,0.070363574,0.25859284,0.46481493,-0.506591,1.7312526,-0.027275048,0.23468316,0.4889084,-0.86139864,3.170003,0.0,0.3229144,0.6797141,-1.0366381,2.2247066,-0.16365351,0.06058802,0.36758706,-0.9917957,1.3405037,-0.34957242,-0.04499299,0.23806135
AF8,False,False,500,q,2023-07-03 00:30:55,0.0,862674.0,787.72894,794.9817,801.8315,-0.68148136,2.61565,0.06629294,0.26478764,0.47734126,-0.50441647,1.5120878,-0.043911643,0.21832341,0.47497886,-0.84863025,2.9386191,-0.0217340335,0.30482826,0.6685358,-0.86752146,1.987675,-0.17668106,0.063647114,0.38962707,-1.0476812,1.3442014,-0.3685737,-0.07395204,0.23655227
AF8,True,False,0,p,2023-07-03 00:30:55,0.0,960989.0,787.326,794.57874,801.8315,-0.6281328,2.758081,0.04874511,0.22402279,0.42861637,-0.48679006,1.7196876,-0.05057194,0.22497134,0.48263407,-1.0070719,3.1675844,-0.06307767,0.21581304,0.59391207,-0.96446973,2.2167096,-0.21159056,0.0,0.30528274,-1.0415468,1.4283311,-0.3689989,-0.05667471,0.2341663
AF8,True,False,0,q,2023-07-03 00:30:55,0.0,891685.0,787.326,794.57874,801.8315,-0.66242784,2.61565,0.051481687,0.23859692,0.46595368,-0.50873446,1.8393896,-0.07376912,0.20572902,0.469901,-0.8338818,3.2705128,-0.036942627,0.24833278,0.6073815,-0.88945574,2.3276541,-0.18918978,0.013628208,0.31731427,-1.2169583,1.3223147,-0.41033155,-0.07969072,0.23539557
TP9,False,False,500,p,2023-07-03 00:30:55,0.0,1649597.0,132.96703,782.49084,828.4249,-3.470564,3.3688366,0.0,0.0,0.68455714,-3.3787923,2.629875,0.0,0.07898039,0.586691,-3.5619411,4.0913587,0.0,0.0,0.6596244,-3.3282535,3.1496458,0.0,0.0,0.46712157,-3.4615107,2.031468,0.0,0.0,0.2576665
TP9,False,False,500,q,2023-07-03 00:30:55,0.0,1649597.0,136.5934,784.5055,825.6044,-3.470564,3.3688366,0.0,0.06463588,0.6880382,-3.3787923,2.629875,0.0,0.12882668,0.572674,-3.5619411,4.0913587,0.0,0.0,0.684461,-3.3282535,3.1496458,0.0,0.0,0.4934044,-3.4615107,2.031468,0.0,0.0,0.25791305
TP9,True,False,0,p,2023-07-03 00:30:55,0.0,1649597.0,146.66667,785.31134,823.9927,-3.470564,3.3688366,0.0,0.24713601,0.7267335,-3.3787923,2.629875,0.0,0.22261137,0.58779156,-3.5619411,4.0913587,0.0,0.109250925,0.6782677,-3.3282535,3.1496458,0.0,0.03241243,0.50149727,-3.4615107,2.031468,0.0,0.0,0.28074825
TP9,True,False,0,q,2023-07-03 00:30:55,0.0,1649597.0,157.14285,787.72894,822.381,-3.470564,3.3688366,0.0,0.264341,0.7274397,-3.3787923,2.629875,0.0,0.214586,0.586397,-3.5619411,4.0913587,0.0,0.05184694,0.6856421749999999,-3.3282535,3.1496458,0.0,0.012356345,0.5324342,-3.4615107,2.031468,0.0,0.0,0.28426895
TP10,False,False,500,p,2023-07-03 00:30:55,0.0,1424762.0,159.15752,784.10254,874.35895,-4.0278673,3.0174074,0.0,0.16733196,0.7038168,-3.7600257,2.6063972,0.0,0.24092339,0.64120376,-4.7293224,4.0619216,0.0,0.018745812,0.73056525,-4.2351832,3.1207917,0.0,0.0,0.525325075,-3.7023327,1.994784,0.0,0.0,0.4554276
TP10,False,False,500,q,2023-07-03 00:30:55,0.0,1407033.0,168.42491,787.326,843.73627,-4.010078,3.0166652,0.0,0.14720234,0.6845171,-3.7600257,2.5687404,0.0,0.22519691,0.6135709,-4.7293224,4.0429745,0.0,0.049331393,0.6601088,-4.2351832,3.0838258,0.0,0.0,0.5023603,-3.7023327,1.9813784,0.0,0.0,0.38715956
TP10,True,False,0,p,2023-07-03 00:30:55,0.0,1627033.0,256.66666,788.1319,850.18317,-4.0278673,3.0174074,0.0,0.31149945,0.7236758,-3.7600257,2.6063972,0.0,0.31386158,0.6450889,-4.7293224,4.0619216,0.0,0.15091681,0.6720285925,-4.2351832,3.1207917,0.0,0.091187336,0.52311444,-3.7023327,1.994784,0.0,0.0,0.44254103
TP10,True,False,0,q,2023-07-03 00:30:55,0.0,1464652.0,322.74725,790.54944,837.6923,-4.010078,3.026766,0.0,0.28998375,0.699536,-3.7600257,2.6293705,0.0,0.27414718,0.6135709,-4.7293224,4.1095366,0.0,0.12067163,0.64300984,-4.2351832,3.137451,0.0,0.03404239,0.4814101,-3.7023327,2.0412056,-0.027089097,0.0,0.38665035
